wordId,word,articleId,articleContent,exampleThai,exampleChinese
33,ชีวิต,5,"เรื่องราวของ ‘ซองแดงแต่งผี’ (The Red Envelope) ไม่ใช่เพียงแค่หนังตลก แต่เป็นหนังชีวิตที่ชวนให้ทุกคนเข้าใจและใจกว้างต่อคน ‘ทุกเพศ’ โดยเฉพาะในบริบทของสังคมไทยที่มีการเหยียดเชื้อชาติและเพศสภาพ

หนังเล่าถึงชีวิตของ ‘ตี่ตี๋’ (พีพี กฤษฏ์) ผีเกย์ที่ต้องการความรักและการยอมรับในขณะที่เขายังมีชีวิตอยู่ และความสัมพันธ์ของเขากับ ‘เม่น’ (บิวกิ้น พุฒิพงศ์) ชายแท้ที่ต้องเรียนรู้และเปิดใจต่อความหลากหลายทางเพศ

การที่คนเราจะอยู่ร่วมกันนั้นง่ายมาก หากเรามีความเห็นอกเห็นใจกัน และพร้อมที่จะ ‘รับฟัง’ กัน ที่สำคัญคือการตระหนักถึงความรู้สึกของคนรอบข้างในขณะที่เรายังมีชีวิตอยู่

ซองแดงแต่งผีจึงเป็นหนังที่สะท้อนให้เห็นถึงความสำคัญของการเข้าใจและยอมรับได้ทุกความแตกต่างในสังคม",,
34,ความรัก,5,"เรื่องราวของ ‘ซองแดงแต่งผี’ (The Red Envelope) ไม่ใช่เพียงแค่หนังตลก แต่เป็นหนังชีวิตที่ชวนให้ทุกคนเข้าใจและใจกว้างต่อคน ‘ทุกเพศ’ โดยเฉพาะในบริบทของสังคมไทยที่มีการเหยียดเชื้อชาติและเพศสภาพ

หนังเล่าถึงชีวิตของ ‘ตี่ตี๋’ (พีพี กฤษฏ์) ผีเกย์ที่ต้องการความรักและการยอมรับในขณะที่เขายังมีชีวิตอยู่ และความสัมพันธ์ของเขากับ ‘เม่น’ (บิวกิ้น พุฒิพงศ์) ชายแท้ที่ต้องเรียนรู้และเปิดใจต่อความหลากหลายทางเพศ

การที่คนเราจะอยู่ร่วมกันนั้นง่ายมาก หากเรามีความเห็นอกเห็นใจกัน และพร้อมที่จะ ‘รับฟัง’ กัน ที่สำคัญคือการตระหนักถึงความรู้สึกของคนรอบข้างในขณะที่เรายังมีชีวิตอยู่

ซองแดงแต่งผีจึงเป็นหนังที่สะท้อนให้เห็นถึงความสำคัญของการเข้าใจและยอมรับได้ทุกความแตกต่างในสังคม",,
35,หลากหลาย,5,"เรื่องราวของ ‘ซองแดงแต่งผี’ (The Red Envelope) ไม่ใช่เพียงแค่หนังตลก แต่เป็นหนังชีวิตที่ชวนให้ทุกคนเข้าใจและใจกว้างต่อคน ‘ทุกเพศ’ โดยเฉพาะในบริบทของสังคมไทยที่มีการเหยียดเชื้อชาติและเพศสภาพ

หนังเล่าถึงชีวิตของ ‘ตี่ตี๋’ (พีพี กฤษฏ์) ผีเกย์ที่ต้องการความรักและการยอมรับในขณะที่เขายังมีชีวิตอยู่ และความสัมพันธ์ของเขากับ ‘เม่น’ (บิวกิ้น พุฒิพงศ์) ชายแท้ที่ต้องเรียนรู้และเปิดใจต่อความหลากหลายทางเพศ

การที่คนเราจะอยู่ร่วมกันนั้นง่ายมาก หากเรามีความเห็นอกเห็นใจกัน และพร้อมที่จะ ‘รับฟัง’ กัน ที่สำคัญคือการตระหนักถึงความรู้สึกของคนรอบข้างในขณะที่เรายังมีชีวิตอยู่

ซองแดงแต่งผีจึงเป็นหนังที่สะท้อนให้เห็นถึงความสำคัญของการเข้าใจและยอมรับได้ทุกความแตกต่างในสังคม",,
36,รับฟัง,5,"เรื่องราวของ ‘ซองแดงแต่งผี’ (The Red Envelope) ไม่ใช่เพียงแค่หนังตลก แต่เป็นหนังชีวิตที่ชวนให้ทุกคนเข้าใจและใจกว้างต่อคน ‘ทุกเพศ’ โดยเฉพาะในบริบทของสังคมไทยที่มีการเหยียดเชื้อชาติและเพศสภาพ

หนังเล่าถึงชีวิตของ ‘ตี่ตี๋’ (พีพี กฤษฏ์) ผีเกย์ที่ต้องการความรักและการยอมรับในขณะที่เขายังมีชีวิตอยู่ และความสัมพันธ์ของเขากับ ‘เม่น’ (บิวกิ้น พุฒิพงศ์) ชายแท้ที่ต้องเรียนรู้และเปิดใจต่อความหลากหลายทางเพศ

การที่คนเราจะอยู่ร่วมกันนั้นง่ายมาก หากเรามีความเห็นอกเห็นใจกัน และพร้อมที่จะ ‘รับฟัง’ กัน ที่สำคัญคือการตระหนักถึงความรู้สึกของคนรอบข้างในขณะที่เรายังมีชีวิตอยู่

ซองแดงแต่งผีจึงเป็นหนังที่สะท้อนให้เห็นถึงความสำคัญของการเข้าใจและยอมรับได้ทุกความแตกต่างในสังคม",,
37,เข้าใจ,5,"เรื่องราวของ ‘ซองแดงแต่งผี’ (The Red Envelope) ไม่ใช่เพียงแค่หนังตลก แต่เป็นหนังชีวิตที่ชวนให้ทุกคนเข้าใจและใจกว้างต่อคน ‘ทุกเพศ’ โดยเฉพาะในบริบทของสังคมไทยที่มีการเหยียดเชื้อชาติและเพศสภาพ

หนังเล่าถึงชีวิตของ ‘ตี่ตี๋’ (พีพี กฤษฏ์) ผีเกย์ที่ต้องการความรักและการยอมรับในขณะที่เขายังมีชีวิตอยู่ และความสัมพันธ์ของเขากับ ‘เม่น’ (บิวกิ้น พุฒิพงศ์) ชายแท้ที่ต้องเรียนรู้และเปิดใจต่อความหลากหลายทางเพศ

การที่คนเราจะอยู่ร่วมกันนั้นง่ายมาก หากเรามีความเห็นอกเห็นใจกัน และพร้อมที่จะ ‘รับฟัง’ กัน ที่สำคัญคือการตระหนักถึงความรู้สึกของคนรอบข้างในขณะที่เรายังมีชีวิตอยู่

ซองแดงแต่งผีจึงเป็นหนังที่สะท้อนให้เห็นถึงความสำคัญของการเข้าใจและยอมรับได้ทุกความแตกต่างในสังคม",,
38,ยอมรับ,5,"เรื่องราวของ ‘ซองแดงแต่งผี’ (The Red Envelope) ไม่ใช่เพียงแค่หนังตลก แต่เป็นหนังชีวิตที่ชวนให้ทุกคนเข้าใจและใจกว้างต่อคน ‘ทุกเพศ’ โดยเฉพาะในบริบทของสังคมไทยที่มีการเหยียดเชื้อชาติและเพศสภาพ

หนังเล่าถึงชีวิตของ ‘ตี่ตี๋’ (พีพี กฤษฏ์) ผีเกย์ที่ต้องการความรักและการยอมรับในขณะที่เขายังมีชีวิตอยู่ และความสัมพันธ์ของเขากับ ‘เม่น’ (บิวกิ้น พุฒิพงศ์) ชายแท้ที่ต้องเรียนรู้และเปิดใจต่อความหลากหลายทางเพศ

การที่คนเราจะอยู่ร่วมกันนั้นง่ายมาก หากเรามีความเห็นอกเห็นใจกัน และพร้อมที่จะ ‘รับฟัง’ กัน ที่สำคัญคือการตระหนักถึงความรู้สึกของคนรอบข้างในขณะที่เรายังมีชีวิตอยู่

ซองแดงแต่งผีจึงเป็นหนังที่สะท้อนให้เห็นถึงความสำคัญของการเข้าใจและยอมรับได้ทุกความแตกต่างในสังคม",,
39,เธอ,6,"ฉันจะไปหาเธอ คนที่สองจากไหน 
มันไม่มี (เธอมีคนเดียวบนโลก)
ถามว่ามีใครสักคน มาแทนที่เธอได้ไหม มันไม่มี

เจ็ดพันกว่าล้านคนบนโลก 
มีแค่คนเดียวเท่านั้น
ที่ทำให้ใจ อบอุ่นแค่ไหน 
แค่เธอเท่านั้น
ไม่คิดว่าฉันนั้นจะ
โชคดีเท่านี้เพราะเธอนั้น
คือคนที่คิดว่าในชีวิต 
คงไม่เจอแล้วมั้ง
กี่ครั้งที่เคยได้อ้อมกอด กี่คำว่ารัก ใครพร่ำบอก
ไม่มีความหมาย ถ้าไม่ได้มาจากเธอ
ไม่รู้ว่าอีกนานเท่าไร ก่อนโลกจะแตกสลายไป
รู้เพียงอย่างเดียว ฉันเสียเธอไม่ได้

เพราะฉันจะไปหาเธอ คนที่สองจากไหน 
มันไม่มี (เธอมีคนเดียวบนโลก)
ถามว่ามีใครสักคน มาแทนที่เธอได้ไหม มันไม่มี
ถ้าไม่ใช่เธอ ก็ไม่ให้ใครเลย

คงไม่มีวันที่ฉันจะมี รักครั้งใหม่ ได้เลย
ฉันจินตนาการไม่ออก ได้แต่ภาวนาให้วันเวลา 
ที่ฉันและเธอ นั้นมี มันนานจนเกินกว่าบอกได้ว่าเมื่อไหร่

ฉันจะไปหาเธอคนที่สองจากไหน 
มันไม่มี (เธอมีคนเดียวบนโลก)
ถามว่ามีใครสักคนมาแทนที่เธอได้ไหม มันไม่มี
เพราะมันไม่มีเธอ คนที่สองเข้าใจไหม 
มันไม่มี เธอดีที่สุดในโลก
ถามว่ามีใครสักคน มาแทนที่เธอได้ไหม 
มันไม่มี เพราะที่ตรงนี้ มีให้เธอคนเดียว

เธอคนเดียวเท่านั้น",,
40,คนเดียว,6,"ฉันจะไปหาเธอ คนที่สองจากไหน 
มันไม่มี (เธอมีคนเดียวบนโลก)
ถามว่ามีใครสักคน มาแทนที่เธอได้ไหม มันไม่มี

เจ็ดพันกว่าล้านคนบนโลก 
มีแค่คนเดียวเท่านั้น
ที่ทำให้ใจ อบอุ่นแค่ไหน 
แค่เธอเท่านั้น
ไม่คิดว่าฉันนั้นจะ
โชคดีเท่านี้เพราะเธอนั้น
คือคนที่คิดว่าในชีวิต 
คงไม่เจอแล้วมั้ง
กี่ครั้งที่เคยได้อ้อมกอด กี่คำว่ารัก ใครพร่ำบอก
ไม่มีความหมาย ถ้าไม่ได้มาจากเธอ
ไม่รู้ว่าอีกนานเท่าไร ก่อนโลกจะแตกสลายไป
รู้เพียงอย่างเดียว ฉันเสียเธอไม่ได้

เพราะฉันจะไปหาเธอ คนที่สองจากไหน 
มันไม่มี (เธอมีคนเดียวบนโลก)
ถามว่ามีใครสักคน มาแทนที่เธอได้ไหม มันไม่มี
ถ้าไม่ใช่เธอ ก็ไม่ให้ใครเลย

คงไม่มีวันที่ฉันจะมี รักครั้งใหม่ ได้เลย
ฉันจินตนาการไม่ออก ได้แต่ภาวนาให้วันเวลา 
ที่ฉันและเธอ นั้นมี มันนานจนเกินกว่าบอกได้ว่าเมื่อไหร่

ฉันจะไปหาเธอคนที่สองจากไหน 
มันไม่มี (เธอมีคนเดียวบนโลก)
ถามว่ามีใครสักคนมาแทนที่เธอได้ไหม มันไม่มี
เพราะมันไม่มีเธอ คนที่สองเข้าใจไหม 
มันไม่มี เธอดีที่สุดในโลก
ถามว่ามีใครสักคน มาแทนที่เธอได้ไหม 
มันไม่มี เพราะที่ตรงนี้ มีให้เธอคนเดียว

เธอคนเดียวเท่านั้น",,
41,รัก,6,"ฉันจะไปหาเธอ คนที่สองจากไหน 
มันไม่มี (เธอมีคนเดียวบนโลก)
ถามว่ามีใครสักคน มาแทนที่เธอได้ไหม มันไม่มี

เจ็ดพันกว่าล้านคนบนโลก 
มีแค่คนเดียวเท่านั้น
ที่ทำให้ใจ อบอุ่นแค่ไหน 
แค่เธอเท่านั้น
ไม่คิดว่าฉันนั้นจะ
โชคดีเท่านี้เพราะเธอนั้น
คือคนที่คิดว่าในชีวิต 
คงไม่เจอแล้วมั้ง
กี่ครั้งที่เคยได้อ้อมกอด กี่คำว่ารัก ใครพร่ำบอก
ไม่มีความหมาย ถ้าไม่ได้มาจากเธอ
ไม่รู้ว่าอีกนานเท่าไร ก่อนโลกจะแตกสลายไป
รู้เพียงอย่างเดียว ฉันเสียเธอไม่ได้

เพราะฉันจะไปหาเธอ คนที่สองจากไหน 
มันไม่มี (เธอมีคนเดียวบนโลก)
ถามว่ามีใครสักคน มาแทนที่เธอได้ไหม มันไม่มี
ถ้าไม่ใช่เธอ ก็ไม่ให้ใครเลย

คงไม่มีวันที่ฉันจะมี รักครั้งใหม่ ได้เลย
ฉันจินตนาการไม่ออก ได้แต่ภาวนาให้วันเวลา 
ที่ฉันและเธอ นั้นมี มันนานจนเกินกว่าบอกได้ว่าเมื่อไหร่

ฉันจะไปหาเธอคนที่สองจากไหน 
มันไม่มี (เธอมีคนเดียวบนโลก)
ถามว่ามีใครสักคนมาแทนที่เธอได้ไหม มันไม่มี
เพราะมันไม่มีเธอ คนที่สองเข้าใจไหม 
มันไม่มี เธอดีที่สุดในโลก
ถามว่ามีใครสักคน มาแทนที่เธอได้ไหม 
มันไม่มี เพราะที่ตรงนี้ มีให้เธอคนเดียว

เธอคนเดียวเท่านั้น",,
42,ความหมาย,6,"ฉันจะไปหาเธอ คนที่สองจากไหน 
มันไม่มี (เธอมีคนเดียวบนโลก)
ถามว่ามีใครสักคน มาแทนที่เธอได้ไหม มันไม่มี

เจ็ดพันกว่าล้านคนบนโลก 
มีแค่คนเดียวเท่านั้น
ที่ทำให้ใจ อบอุ่นแค่ไหน 
แค่เธอเท่านั้น
ไม่คิดว่าฉันนั้นจะ
โชคดีเท่านี้เพราะเธอนั้น
คือคนที่คิดว่าในชีวิต 
คงไม่เจอแล้วมั้ง
กี่ครั้งที่เคยได้อ้อมกอด กี่คำว่ารัก ใครพร่ำบอก
ไม่มีความหมาย ถ้าไม่ได้มาจากเธอ
ไม่รู้ว่าอีกนานเท่าไร ก่อนโลกจะแตกสลายไป
รู้เพียงอย่างเดียว ฉันเสียเธอไม่ได้

เพราะฉันจะไปหาเธอ คนที่สองจากไหน 
มันไม่มี (เธอมีคนเดียวบนโลก)
ถามว่ามีใครสักคน มาแทนที่เธอได้ไหม มันไม่มี
ถ้าไม่ใช่เธอ ก็ไม่ให้ใครเลย

คงไม่มีวันที่ฉันจะมี รักครั้งใหม่ ได้เลย
ฉันจินตนาการไม่ออก ได้แต่ภาวนาให้วันเวลา 
ที่ฉันและเธอ นั้นมี มันนานจนเกินกว่าบอกได้ว่าเมื่อไหร่

ฉันจะไปหาเธอคนที่สองจากไหน 
มันไม่มี (เธอมีคนเดียวบนโลก)
ถามว่ามีใครสักคนมาแทนที่เธอได้ไหม มันไม่มี
เพราะมันไม่มีเธอ คนที่สองเข้าใจไหม 
มันไม่มี เธอดีที่สุดในโลก
ถามว่ามีใครสักคน มาแทนที่เธอได้ไหม 
มันไม่มี เพราะที่ตรงนี้ มีให้เธอคนเดียว

เธอคนเดียวเท่านั้น",,
43,ใจ,6,"ฉันจะไปหาเธอ คนที่สองจากไหน 
มันไม่มี (เธอมีคนเดียวบนโลก)
ถามว่ามีใครสักคน มาแทนที่เธอได้ไหม มันไม่มี

เจ็ดพันกว่าล้านคนบนโลก 
มีแค่คนเดียวเท่านั้น
ที่ทำให้ใจ อบอุ่นแค่ไหน 
แค่เธอเท่านั้น
ไม่คิดว่าฉันนั้นจะ
โชคดีเท่านี้เพราะเธอนั้น
คือคนที่คิดว่าในชีวิต 
คงไม่เจอแล้วมั้ง
กี่ครั้งที่เคยได้อ้อมกอด กี่คำว่ารัก ใครพร่ำบอก
ไม่มีความหมาย ถ้าไม่ได้มาจากเธอ
ไม่รู้ว่าอีกนานเท่าไร ก่อนโลกจะแตกสลายไป
รู้เพียงอย่างเดียว ฉันเสียเธอไม่ได้

เพราะฉันจะไปหาเธอ คนที่สองจากไหน 
มันไม่มี (เธอมีคนเดียวบนโลก)
ถามว่ามีใครสักคน มาแทนที่เธอได้ไหม มันไม่มี
ถ้าไม่ใช่เธอ ก็ไม่ให้ใครเลย

คงไม่มีวันที่ฉันจะมี รักครั้งใหม่ ได้เลย
ฉันจินตนาการไม่ออก ได้แต่ภาวนาให้วันเวลา 
ที่ฉันและเธอ นั้นมี มันนานจนเกินกว่าบอกได้ว่าเมื่อไหร่

ฉันจะไปหาเธอคนที่สองจากไหน 
มันไม่มี (เธอมีคนเดียวบนโลก)
ถามว่ามีใครสักคนมาแทนที่เธอได้ไหม มันไม่มี
เพราะมันไม่มีเธอ คนที่สองเข้าใจไหม 
มันไม่มี เธอดีที่สุดในโลก
ถามว่ามีใครสักคน มาแทนที่เธอได้ไหม 
มันไม่มี เพราะที่ตรงนี้ มีให้เธอคนเดียว

เธอคนเดียวเท่านั้น",,
44,เสีย,6,"ฉันจะไปหาเธอ คนที่สองจากไหน 
มันไม่มี (เธอมีคนเดียวบนโลก)
ถามว่ามีใครสักคน มาแทนที่เธอได้ไหม มันไม่มี

เจ็ดพันกว่าล้านคนบนโลก 
มีแค่คนเดียวเท่านั้น
ที่ทำให้ใจ อบอุ่นแค่ไหน 
แค่เธอเท่านั้น
ไม่คิดว่าฉันนั้นจะ
โชคดีเท่านี้เพราะเธอนั้น
คือคนที่คิดว่าในชีวิต 
คงไม่เจอแล้วมั้ง
กี่ครั้งที่เคยได้อ้อมกอด กี่คำว่ารัก ใครพร่ำบอก
ไม่มีความหมาย ถ้าไม่ได้มาจากเธอ
ไม่รู้ว่าอีกนานเท่าไร ก่อนโลกจะแตกสลายไป
รู้เพียงอย่างเดียว ฉันเสียเธอไม่ได้

เพราะฉันจะไปหาเธอ คนที่สองจากไหน 
มันไม่มี (เธอมีคนเดียวบนโลก)
ถามว่ามีใครสักคน มาแทนที่เธอได้ไหม มันไม่มี
ถ้าไม่ใช่เธอ ก็ไม่ให้ใครเลย

คงไม่มีวันที่ฉันจะมี รักครั้งใหม่ ได้เลย
ฉันจินตนาการไม่ออก ได้แต่ภาวนาให้วันเวลา 
ที่ฉันและเธอ นั้นมี มันนานจนเกินกว่าบอกได้ว่าเมื่อไหร่

ฉันจะไปหาเธอคนที่สองจากไหน 
มันไม่มี (เธอมีคนเดียวบนโลก)
ถามว่ามีใครสักคนมาแทนที่เธอได้ไหม มันไม่มี
เพราะมันไม่มีเธอ คนที่สองเข้าใจไหม 
มันไม่มี เธอดีที่สุดในโลก
ถามว่ามีใครสักคน มาแทนที่เธอได้ไหม 
มันไม่มี เพราะที่ตรงนี้ มีให้เธอคนเดียว

เธอคนเดียวเท่านั้น",,
45,โลก,6,"ฉันจะไปหาเธอ คนที่สองจากไหน 
มันไม่มี (เธอมีคนเดียวบนโลก)
ถามว่ามีใครสักคน มาแทนที่เธอได้ไหม มันไม่มี

เจ็ดพันกว่าล้านคนบนโลก 
มีแค่คนเดียวเท่านั้น
ที่ทำให้ใจ อบอุ่นแค่ไหน 
แค่เธอเท่านั้น
ไม่คิดว่าฉันนั้นจะ
โชคดีเท่านี้เพราะเธอนั้น
คือคนที่คิดว่าในชีวิต 
คงไม่เจอแล้วมั้ง
กี่ครั้งที่เคยได้อ้อมกอด กี่คำว่ารัก ใครพร่ำบอก
ไม่มีความหมาย ถ้าไม่ได้มาจากเธอ
ไม่รู้ว่าอีกนานเท่าไร ก่อนโลกจะแตกสลายไป
รู้เพียงอย่างเดียว ฉันเสียเธอไม่ได้

เพราะฉันจะไปหาเธอ คนที่สองจากไหน 
มันไม่มี (เธอมีคนเดียวบนโลก)
ถามว่ามีใครสักคน มาแทนที่เธอได้ไหม มันไม่มี
ถ้าไม่ใช่เธอ ก็ไม่ให้ใครเลย

คงไม่มีวันที่ฉันจะมี รักครั้งใหม่ ได้เลย
ฉันจินตนาการไม่ออก ได้แต่ภาวนาให้วันเวลา 
ที่ฉันและเธอ นั้นมี มันนานจนเกินกว่าบอกได้ว่าเมื่อไหร่

ฉันจะไปหาเธอคนที่สองจากไหน 
มันไม่มี (เธอมีคนเดียวบนโลก)
ถามว่ามีใครสักคนมาแทนที่เธอได้ไหม มันไม่มี
เพราะมันไม่มีเธอ คนที่สองเข้าใจไหม 
มันไม่มี เธอดีที่สุดในโลก
ถามว่ามีใครสักคน มาแทนที่เธอได้ไหม 
มันไม่มี เพราะที่ตรงนี้ มีให้เธอคนเดียว

เธอคนเดียวเท่านั้น",,
